Name, TotalSnowfall, mcnt
NORFOLK 2.9 S, M, 3180
NORFOLK 3.3 SW, M, 2890
NORFOLK 0.9 E, M, 1061
NORFOLK 2.5 E, M, 1375
NORFOLK 1.9 NW, M, 3078
NORFOLK 0.1 WNW, M, 1228
NORFOLK 0.4 ESE, M, 2419
CHAPMAN 1.1 NE, M, 1064
CENTRAL CITY 6.8 NNE, M, 2783
PALMER 4.7 SSE, M, 2954
ST. LIBORY 4.0 ENE, M, 1556
CENTRAL CITY 5.7 WSW, M, 3167
CENTRAL CITY 1.0 NNE, M, 671
BAYARD 13.5 NNE, M, 453
BAYARD 5.4 ESE, M, 1353
BROADWATER 8.4 S, M, 12
BAYARD 5.7 SE, M, 2321
BROADWATER 4.3 WNW, M, 2718
GENOA 2.7 WSW, M, 14
PALMER 9.2 NE, M, 1443
FULLERTON 2.9 SE, M, 3061
GENOA 8.0 NW, M, 2909
AUBURN 0.5 SE, M, 2024
BROWNVILLE 0.2 SW, M, 638
JULIAN 0.4 SSE, M, 1812
JOHNSON 1.7 E, M, 2065
BROCK 0.0 SSE, M, 2989
LAWRENCE 0.1 W, M, 1981
NORA 1.5 N, M, 2446
RUSKIN 3.4 W, M, 371
LAWRENCE 0.3 SSE, M, 2405
SUPERIOR 6.5 NE, M, 931
OAK 0.1 SSW, M, 1193
EDGAR 1.9 SE, M, 3304
MINATARE 9.7 ENE, M, 3520
BRIDGEPORT 4.0 SE, M, 3651
AUBURN 2.7 N, M, 3593
DOUGLAS 1.2 S, M, 3579
MADRID 0.2 SE, M, 3507
MADRID 6.8 SW, M, 3598
ELSIE 0.1 NE, M, 3489
HOLDREGE 0.5 W, M, 3456
HOLDREGE 0.6 NNE, M, 3551
ELM CREEK 6.3 S, M, 3506
PIERCE 0.1 SE, M, 3608
COLUMBUS 1.0 NW, M, 3117
OSCEOLA 0.4 SSW, M, 3624
MCCOOK 0.7 ESE, M, 3393
INDIANOLA 1.4 SSE, M, 3628
WILSONVILLE 6.7 WSW, M, 3189
INDIANOLA 3.4 W, M, 3327
OMAHA 8.2 SSW, M, 3627
MINATARE 4.1 ENE, M, 3552
GERING 9.0 SSW, M, 3367
MINATARE 10.5 N, M, 3529
SCOTTSBLUFF 2.6 ENE, M, 3081
UTICA 2.5 N, M, 3126
SEWARD 2.5 SSW, M, 3644
HUMBOLDT 4.6 NNW, M, 2960
FALLS CITY 11.2 N, M, 2646
FALLS CITY 5.5 NE, M, 2455
HUMBOLDT 6.0 S, M, 2699
NEWPORT 10.6 S, M, 2555
MILFORD 5.9 SSE, M, 2769
WESTERN 1.2 SE, M, 2754
DEWITT 0.3 WNW, M, 2960
TOBIAS 1.8 E, M, 2927
WESTERN 5.1 NNW, M, 3269
FRIEND 4.8 SSE, M, 3201
TOBIAS 4.7 SSW, 207.7, 10
DORCHESTER 2.1 NW, 0.0, 2
BELLEVUE 3.7 W, M, 2685
BELLEVUE 3.3 WSW, M, 567
OMAHA 6.4 SSW, M, 1637
BELLEVUE 2.8 NW, M, 2890
BELLEVUE 1.8 WNW, M, 699
BELLEVUE 3.8 WSW, M, 3149
BELLEVUE 4.2 WSW, M, 1880
BELLEVUE 2.9 WNW, M, 1761
OMAHA 12.3 WSW, M, 2491
PAPILLION 1.4 WSW, M, 2027
COLON 2.0 WSW, M, 2835
WAHOO 0.9 NNW, M, 3405
LYMAN 7.9 SE, M, 2788
MORRILL 5.7 SSW, M, 1036
GERING 7.3 S, M, 1003
SCOTTSBLUFF 2.7 WNW, M, 1952
GERING 0.4 E, M, 121
LYMAN 8.5 SE, M, 3362
SCOTTSBLUFF 6.6 NE, M, 275
MITCHELL 3.0 ENE, M, 1736
SCOTTSBLUFF 4.4 NNE, M, 1836
GRESHAM 6.2 E, M, 2970
PLEASANT DALE 2.5 NNW, M, 15
BARTLETT 0.4 SE, M, 3407
YORK 1.0 E, M, 2910
BENEDICT 3.5 W, M, 2672
MCCOOL JUNCTION 0.2 WNW, M, 1526
YORK 1.9 SSE, M, 2998
WACO 3.6 E, M, 746
STROMSBURG 6.8 SE, M, 815
YORK 3.3 WNW, M, 1665
WACO 4.3 SE, M, 683
HENDERSON 3.4 ENE, M, 3058
YORK 1.0 ESE, M, 3023
YORK 6.9 NE, M, 3240
HARTINGTON 5.9 ENE, M, 2241
FORDYCE 3.6 WSW, M, 3222
CHAMPION 2.6 SW, M, 3184
VALENTINE 0.4 E, M, 3040
DALTON 4.5 WSW, M, 3174
SIDNEY 0.7 S, M, 3144
POTTER 12.5 NNW, M, 3416
FAIRFIELD 2.8 NE, M, 3223
CLAY CENTER 5.2 S, M, 3400
WEST POINT 1.5 S, M, 1142
CHADRON 0.4 SE, M, 3171
CHAPPELL 8.7 ENE, M, 3107
HAIGLER 21.1 NNE, M, 3429
EUSTIS 7.9 SW, M, 2808
ARAPAHOE 4.8 SW, M, 3154
PHILLIPS 6.3 ENE, M, 3310
ORLEANS 6.2 WNW, M, 3143
WALLACE 9.9 S, M, 3068
FAIRBURY 1.6 ENE, M, 3270
TECUMSEH 6.4 SW, M, 3210
BLOOMFIELD 0.1 ENE, M, 3333
RAYMOND 1.0 WSW, M, 3028
HERSHEY 2.7 SSW, M, 3490
WALLACE 7.8 SSE, M, 3098
